First Name,Last Name,Hash ID,Counselor Name,High School,School CEEB Code,Rank,NPC,Predicted_Probabilty
Caitlin,Light,vYG7V,Kiara  Sims,Bentonville High School,40175,12420,No,0.44336018
Kaidence,Barlow,2V2A9,Charles Fancyboy,Bentonville High School,40175,12420,No,0.44336018
India,Harris,V7ExM,Kiara  Sims,Springdale Har-Ber High School,42147,12420,No,0.44336018
Emily,Robinson,xR97k,Kiara  Sims,Fayetteville High School,40770,12420,No,0.44336018
Kinsley,Huber,9Gxpk,Kiara  Sims,Springdale Har-Ber High School,42147,12420,No,0.44336018
Kayla,Lor,V77En,Kiara  Sims,Gentry High School,40875,12420,No,0.44336018
Cadence,Townzen,Ed9zy,Kiara  Sims,Pea Ridge High School,41995,12420,No,0.44336018
Tenley,Wood,7zg54,Lainie Cockrum,Cotter High School,40510,12420,No,0.44336018
Melanie,Castrejon,xRMMp,Kiara  Sims,Rogers Heritage High School,42168,12420,No,0.44336018
Jameson,Morris,gK47j,Kiara  Sims,Siloam Springs High School,42280,12420,No,0.44336018
Sofia,Villasenor,j3Kag,Kiara  Sims,Fayetteville High School,40770,12420,No,0.44336018
Lailani,Dadula,npRxA,Kiara  Sims,Siloam Springs High School,42280,12420,No,0.44336018
Allysha,Garnett,np2d2,Kiara  Sims,Springdale High School,42315,12420,No,0.44336018
Chloe,Luningham,z7nD3,Kiara  Sims,Atkins High School,40075,12420,No,0.44336018
Abianne,Combs,Gq2Vp,Kiara  Sims,Farmington Career Academies,40760,12420,No,0.44336018
Amanda,Bacallao,V7bKy,Kiara  Sims,Bentonville High School,40175,12420,No,0.44336018
Jaelynn,Avery,bN2vx,Kiara  Sims,Siloam Springs High School,42280,12420,No,0.44336018
Allyson,Owen,yYDjK,Kiara  Sims,Fayetteville High School,40770,12420,No,0.44336018
Rian,Cosey,Z7PgN,Kiara  Sims,Fayetteville High School,40770,12420,No,0.44336018
Elizabeth,Kenney,Y7k3G,Kiara  Sims,Fayetteville High School,40770,12420,No,0.44336018
Tianna,Dang,MAv4g,Kiara  Sims,Bentonville High School,40175,12420,No,0.44336018
Jocilyn,Cummings,AQZ72,Kiara  Sims,Bentonville High School,40175,12420,No,0.44336018
Anna,Harrison,pGMnA,Kiara  Sims,Fayetteville High School,40770,12420,No,0.44336018
Alexandra,Olivera,9GXaP,Kiara  Sims,Fayetteville High School,40770,12420,No,0.44336018
Dru,Myers,kEXpd,Kiara  Sims,Fayetteville High School,40770,12420,No,0.44336018
Isabel,Rojas,xRAVX,Kiara  Sims,Northwest Arkansas Academy ofFine Arts,42169,12420,No,0.44336018
Madison,Hall,V79Ep,,Bentonville High School,40175,12420,No,0.44336018
Sophia,Pechulonis,3zpG3,Kiara  Sims,Northwest Arkansas Academy ofFine Arts,42169,12420,No,0.44336018
Emma,Probasco,RqXNZ,Kiara  Sims,Bentonville High School,40175,12420,No,0.44336018
Savvanah,Bollinger,kEyRg,Kiara  Sims,Classical Academy (Tca) The,60252,12420,No,0.44336018
Tial,Par,RqXad,Kiara  Sims,Gravette High School,40930,12420,No,0.44336018
Nev,Bien,7zy7n,Kiara  Sims,Haas Hall Academy-Fayetteville,42762,12420,No,0.44336018
Alex,Breslow,7zyG9,Kiara  Sims,Greenland High School,40945,12420,No,0.44336018
Veronica,Edmond,K237v,Kiara  Sims,Springdale High School,42315,12420,No,0.44336018
Rachelle,Teichmann,a2dzd,Kiara  Sims,Bentonville High School,40175,12420,No,0.44336018
Laney,Rainwater,RqXR4,Kiara  Sims,Bentonville High School,40175,12420,No,0.44336018
Janet,Zendejas,QKyg7,Kiara  Sims,Rogers High School,42165,12420,No,0.44336018
Hannah,Loy,XE72M,,Bentonville High School,40175,12420,No,0.44336018
Mckenna,Simpson,V79zQ,Kiara  Sims,Bentonville High School,40175,12420,No,0.44336018
Gabby,Flora,qpM37,Kiara  Sims,Bentonville High School,40175,12420,No,0.44336018
Amalia,Pop,MApk3,,Bentonville High School,40175,12420,No,0.44336018
Ashlyn,Pursel,Gqdpz,Kiara  Sims,Rogers High School,42165,12420,No,0.44336018
Jacquelin,Cerda,5zYED,Kiara  Sims,Bentonville High School,40175,12420,No,0.44336018
Lily,Hebert,QKy3E,Kiara  Sims,Fayetteville High School,40770,12420,No,0.44336018
Alison,Petty,j3RRg,Kiara  Sims,Bentonville High School,40175,12420,No,0.44336018
Olivia,Watson,5zYYY,Kiara  Sims,Huntsville High School,41210,12420,No,0.44336018
Heaven,Cargill,z75Y9,Kiara  Sims,Elkins High School,40705,12420,No,0.44336018
Amber,Melber,pG4yb,Kiara  Sims,Rogers Heritage High School,42168,12420,No,0.44336018
Laci,Logue,yYngv,Kiara  Sims,Elkins High School,40705,12420,No,0.44336018
Olivia,Fordham,Z7a7Q,Kiara  Sims,Gravette High School,40930,12420,No,0.44336018
Ariangelis,Matinez,xRpMg,Kiara  Sims,Fayetteville High School,40770,12420,No,0.44336018
Caeron,Mathis,MA7kk,Kiara  Sims,Rogers Heritage High School,42168,12420,No,0.44336018
Flor,Sanchez-Soto,GqXpX,Kiara  Sims,Rogers Heritage High School,42168,12420,No,0.44336018
Trinity,Burnett,EdRzz,Kiara  Sims,Gravette High School,40930,12420,Yes,0.44336018
Ezra,Andersen,qp5kQ,Kiara  Sims,Fayetteville High School,40770,12420,No,0.44336018
Sydney,Woods,Rq2dg,Kiara  Sims,Lamar High School,41350,12420,No,0.44336018
Olivia,Whitney,K29da,Kiara  Sims,Bentonville High School,40175,12420,No,0.44336018
Ava,Sambrano,j3vxM,Kiara  Sims,Springdale Har-Ber High School,42147,12420,No,0.44336018
Emma,Russell,pGQVx,Kiara  Sims,Shiloh Christian School,42313,12420,No,0.44336018
Madison,Carter,9GPj4,Kiara  Sims,Shiloh Christian School,42313,12420,No,0.44336018
Olivia,Liston,XE4dP,Kiara  Sims,Bentonville High School,40175,12420,No,0.44336018
Jasmin,Flores,qp2Eg,Lainie Cockrum,Mountain Home High School Career Academy,41740,12420,No,0.44336018
Lily,Riherd,MAPd9,Kiara  Sims,Lincoln New Tech High School,41405,12420,No,0.44336018
Emily,Dizney,yYabD,Kiara  Sims,Springdale Har-Ber High School,42147,12420,No,0.44336018
Giao,Duong,AQaX3,Kiara  Sims,Springdale Har-Ber High School,42147,12420,No,0.44336018
Karmyn,Powell,bNnda,Kiara  Sims,Springdale High School,42315,12420,No,0.44336018
Alivia,Hasty,Y74vq,Kiara  Sims,Kingston Public School,41310,12420,No,0.44336018
Zoe,Baucum,yYKgK,Kiara  Sims,Fayetteville High School,40770,12420,No,0.44336018
Skyler,Hux,Y74Gq,Lainie Cockrum,Mountain Home High School Career Academy,41740,12420,No,0.44336018
Anja,Hook-Luisi,MA9Pa,Kiara  Sims,Pottsville High School,42090,12420,No,0.44336018
Katherine,Aguilera,N4MPy,Kiara  Sims,Rogers High School,42165,12420,No,0.44336018
Allyson,Sweeney,gKVDq,Kiara  Sims,Webb School,430095,12420,No,0.44336018
Alayah,Roby,2V7QZ,Kiara  Sims,Siloam Springs High School,42280,12420,No,0.44336018
Natalie,Carter,RqZ4Y,Kiara  Sims,Springdale Har-Ber High School,42147,12420,No,0.44336018
Mckenna,Ruiz,K2zMz,Kiara  Sims,Northwest Arkansas Academy ofFine Arts,42169,12420,No,0.44336018
Totiana,Samson,kE29P,Kiara  Sims,Springdale High School,42315,12420,No,0.44336018
Emma,Killian,5zKjv,Lainie Cockrum,Mountain Home HS,130420,12420,No,0.44336018
Maura,Tabor,d4EZQ,Kiara  Sims,Lincoln New Tech High School,41405,12420,No,0.44336018
Lilyanna,Pinion,AQz4D,Kiara  Sims,Morrilton Senior High School,41710,12420,No,0.44336018
Adele,Demaree,a2935,Kiara  Sims,Bentonville High School,40175,12420,No,0.44336018
Erika,Krueger,Ed7EX,Lainie Cockrum,Mountain Home High School Career Academy,41740,12420,No,0.44336018
Brielle,Gilstrap,K2P4p,Kiara  Sims,Ozark Adventist Academy,40880,12420,No,0.44336018
Mariah,Smith,a29xG,Kiara  Sims,Springdale Har-Ber High School,42147,12420,No,0.44336018
Amy,Sandoval,z7MMy,Kiara  Sims,Rogers High School,42165,12420,No,0.44336018
Yolanda,Arroyo,MAZXG,Kiara  Sims,Rogers Heritage High School,42168,12420,No,0.44336018
Janae,Rolett,N4j3R,Kiara  Sims,Springdale Har-Ber High School,42147,12420,No,0.44336018
Livdy,Obispo,bN4EG,Kiara  Sims,Springdale High School,42315,12420,No,0.44336018
Madison,Lee,XEyxp,Kiara  Sims,Shiloh Christian School,42313,12420,No,0.44336018
Brooklyn,Ward,NX9YZ,Kiara  Sims,Bentonville High School,40175,12420,No,0.44336018
Alyssa,Hodde,5djQv,Kiara  Sims,Bentonville High School,40175,12420,No,0.44336018
Elizabeth,Griffin,qdGVN,Kiara  Sims,Bentonville High School,40175,12420,No,0.44336018
Brianna,Saldana,zgNvb,Kiara  Sims,Prairie Grove High School,42105,12420,No,0.44336018
Makiah,Sharp,xQXjR,Kiara  Sims,Fayetteville High School,40770,12420,No,0.44336018
Lillian,Hellwig,93j93,,Bentonville High School,40175,12420,No,0.44336018
Madison,Bartholomew,34qGv,Kiara  Sims,Springdale High School,42315,12420,No,0.44336018
Mackenzie,Lee,RGMND,Kiara  Sims,Shiloh Christian School,42313,12420,No,0.44336018
Kiera,Atkins,kk9dX,,Bentonville High School,40175,12420,No,0.44336018
Spencer,Warren,g7RGd,Kiara  Sims,Sacred Heart School,41720,12420,No,0.44336018
Elizabeth,Scheide,YdA7y,Kiara  Sims,Fayetteville High School,40770,12420,No,0.44336018
Cinthia,Aguilar,vbXYE,Kiara  Sims,Gentry High School,40875,12420,No,0.44336018
Caroline,Campbell,QnGy2,Kiara  Sims,Haas Hall Academy-Fayetteville,42762,12420,No,0.44336018
Hannah,Cline,VAk95,Kiara  Sims,Pea Ridge High School,41995,12420,No,0.44336018
Ahjza,Womack,g7EMX,Kiara  Sims,Fayetteville High School,40770,12420,No,0.44336018
Katrina,Charqueno,453PK,Kiara  Sims,Springdale Har-Ber High School,42147,12420,No,0.44336018
Sarah,Remington,QnYNb,Kiara  Sims,Lincoln New Tech High School,41405,12420,No,0.44336018
Hannah,Brown,45DQn,Kiara  Sims,Shiloh Christian School,42313,12420,No,0.44336018
Kayla,Knaust,p5bKK,Kiara  Sims,Springdale Har-Ber High School,42147,12420,No,0.44336018
Emelia,Thurston,Gn9Q2,Kiara  Sims,Bentonville High School,40175,12420,No,0.44336018
Katie,Camp,7qvpq,Lainie Cockrum,Mountain Home High School Career Academy,41740,12420,No,0.44336018
Jay-Li,Phangdy,jV7M7,Kiara  Sims,Rogers High School,42165,12420,No,0.44336018
Ayla,Khosropour,bVdYv,Kiara  Sims,Haas Hall Academy-Fayetteville,42762,12420,No,0.44336018
Kitley,Nelson,p5yDz,Kiara  Sims,Russellville High School,42195,12420,No,0.44336018
Megan,Lucas,X5xA7,Kiara  Sims,Springdale Har-Ber High School,42147,12420,No,0.44336018
Melana,Thomson,g7Nz2,Kiara  Sims,Shiloh Christian School,42313,12420,No,0.44336018
Breanna,Tucker,VAdN5,Kiara  Sims,Northwest Arkansas Academy ofFine Arts,42169,12420,No,0.44336018
Jessi,Morrison,45VvK,Kiara  Sims,Fayetteville High School,40770,12420,No,0.44336018
Panayiota,Theodore,xQvdd,Kiara  Sims,Fayetteville High School,40770,12420,No,0.44336018
Alissa,Pillow,dVdEZ,Kiara  Sims,Huntsville High School,41210,12420,No,0.44336018
Kenna,Couch,7qx5b,Kiara  Sims,Elkins High School,40705,12420,No,0.44336018
Kadence,Hinkle,kkRvq,Kiara  Sims,Gravette High School,40930,12420,No,0.44336018
Amirah,Issa,AVyRR,Kiara  Sims,Prairie Grove High School,42105,12420,No,0.44336018
Abby,Marks,X5anM,Kiara  Sims,Springdale Har-Ber High School,42147,12420,No,0.44336018
Maritza,Gomez Araujo,VAG3z,Kiara  Sims,Springdale High School,42315,12420,No,0.44336018
Logan,Turnbeaugh,5dyVM,Kiara  Sims,Rogers Heritage High School,42168,12420,No,0.44336018
Shantia,Ross,45GXx,Kiara  Sims,Russellville High School,42195,12420,No,0.44336018
Mariah,Roberts,2AYDG,Lainie Cockrum,Mountain Home High School Career Academy,41740,12420,No,0.44336018
Destiny,Desantiago,xQzMK,Kiara  Sims,Rogers Heritage High School,42168,12420,No,0.44336018
Jordan,Rasmussen,MnaE7,Lainie Cockrum,Norfork High School,41840,12420,No,0.44336018
Allie,Logue,7qVKD,Kiara  Sims,Lincoln New Tech High School,41405,12420,No,0.44336018
Kelis,Loera,DxkEq,Kiara  Sims,Northwest Arkansas Academy ofFine Arts,42169,12420,No,0.44336018
Carter,Noe,2AYEK,Kiara  Sims,Prairie Grove High School,42105,12420,No,0.44336018
Ruby,Morales,VAqaP,Kiara  Sims,Rogers High School,42165,12420,No,0.44336018
Trinity,Hang,jV372,,Rogers High School,42165,12420,No,0.44336018
Kendall,Provence,EdXRM,Kiara  Sims,Huntsville High School,41210,12584,No,0.443321168
Emerson,Gateley,dYRGq,Kiara  Sims,Atkins High School,40075,12585,No,0.44323945
Landon,Stanley,g5zRE,Kiara  Sims,Pottsville High School,42090,12586,No,0.443162739
Jorge,Paz,K2ZkY,Kiara  Sims,Russellville High School,42195,12586,No,0.443162739
Connor,Galbreath,ygaRp,Lainie Cockrum,Highland High School,41005,12588,No,0.44314009
Grant,Mccommon,vMAay,Shelby LeGardye,Cross County New Tech High School,40435,12589,No,0.442828566
Shannon,McDaniel,kayEx,Kiara  Sims,Pulaski Academy,41444,12589,No,0.442828566
Joseph,Holmes,ka2zZ,Shelby LeGardye,Academies At Jonesboro High School,41270,12589,No,0.442828566
Cohen,Barnard,DkqXn,Kiara  Sims,Sheridan High School,42265,12589,No,0.442828566
Karter,Willis,vY44x,Shelby LeGardye,Greene County Tech High School,41950,12589,No,0.442828566
Henry,Johnson,Pnpv9,Kiara  Sims,Walnut Valley Christian Acad,41453,12589,No,0.442828566
Mercy,Bruce,vbYZG,Lainie Cockrum,Highland High School,41005,12589,No,0.442828566
Christian,Seaborn,jV325,,Brookland High School,40300,12589,No,0.442828566
Adam,Burke,QKpDG,Kiara  Sims,Harmony Grove High School,40165,12597,No,0.442614466
Clarissa,Delatorre,A2ZbR,Shelby LeGardye,Paragould High School,41960,12598,No,0.442554295
Matthew,Hooh,5GnPk,Shelby LeGardye,Paragould High School,41960,12598,No,0.442554295
Angel,Thomas,KNZ9v,Shelby LeGardye,Paragould High School,41960,12598,No,0.442554295
Madison,O'Reily,qz757,Shelby LeGardye,Paragould High School,41960,12598,No,0.442554295
Breanna,Fuller,bRqXY,Shelby LeGardye,Paragould High School,41960,12598,No,0.442554295
Araya,Aphan,pZM4D,Shelby LeGardye,Paragould High School,41960,12598,No,0.442554295
Madison,Hitchcock,n7pVy,Shelby LeGardye,Manila High School,41535,12598,No,0.442554295
Austin,White,9YQxk,Shelby LeGardye,Brookland High School,40300,12598,No,0.442554295
Caitlyn,Sheets,9YQ7k,Lainie Cockrum,Walnut Ridge Middle High School,42575,12598,No,0.442554295
Kalyn,Lamb,g5pGZ,Shelby LeGardye,Paragould High School,41960,12598,No,0.442554295
Braden,Carrol,7VyV7,Shelby LeGardye,Greene County Tech High School,41950,12598,No,0.442554295
Tyler,Brody,RqZj9,Shelby LeGardye,Rector High School,42145,12598,No,0.442554295
Jasmond,Declark,nAVQz,Lainie Cockrum,Pocahontas High School,42070,12598,No,0.442554295
Megan,Price,ZNGxV,Lainie Cockrum,,,12611,No,0.44241786
Teonna,Best,EdYRx,Kiara  Sims,Hackett High School,40985,12612,No,0.442058533
Lady,Tramp,9GA7v,Kiara  Sims,Magazine High School,41490,12612,No,0.442058533
Sarah,Waler,vbv9p,Kiara  Sims,Van Buren High School,42500,12612,No,0.442058533
Danylah,Branch,Dkgjq,Shelby LeGardye,Marion High School,41560,12615,No,0.441624075
Cailin,Jones,MAXbP,Lainie Cockrum,Hoxie School,41175,12615,No,0.441624075
Reb,Ivan,4zpjz,Kiara  Sims,Central High School,41422,12615,No,0.441624075
Alexis,Mcalister,gKnxb,Kiara  Sims,Robinson High School,41430,12615,No,0.441624075
Elise,Peeler,bNXy9,Kiara  Sims,Walnut Valley Christian Acad,41453,12615,No,0.441624075
Shelby,Wilson,pG4DG,Kiara  Sims,Central High School,41422,12615,No,0.441624075
Madison,Hitchcock,XE4Yb,Shelby LeGardye,Manila High School,41535,12615,No,0.441624075
Madelyn,Pulley,AVxNZ,Kiara  Sims,Pulaski Academy,41444,12615,No,0.441624075
Lucy,Lea,bVkjk,Kiara  Sims,Episcopal Collegiate School,41417,12615,No,0.441624075
Allie,Sullivan,pGyYa,Kiara  Sims,Rogers Heritage High School,42168,12624,No,0.441515803
Presley,Nichols,qdvad,Kiara  Sims,Van Buren High School,42500,12625,No,0.441500098
Alicia,Aguilar,j3Rz5,Scarlett Barnes,,,12626,No,0.441058397
Mackenzie,Miller,AyRQz,Shelby LeGardye,Augusta High School,40090,12627,No,0.441028923
Maxwell,Haslauer,4GRnx,Lainie Cockrum,Cabot High School,40320,12628,No,0.440905303
Keegan,Coffman,zj2Zn,Lainie Cockrum,Harrison High School,41025,12629,No,0.440812081
Blaklie,Allen,77g9Z,Kiara  Sims,Bentonville High School,40175,12629,No,0.440812081
Logan,McCallister,E5qGv,Kiara  Sims,Bentonville High School,40175,12629,No,0.440812081
Chelsea,Couture,XG2VN,Kiara  Sims,Bentonville High School,40175,12629,No,0.440812081
Muskan,Taori,97NKq,Kiara  Sims,Bentonville High School,40175,12629,No,0.440812081
Madison,Powell,nQRbb,Kiara  Sims,Bentonville High School,40175,12629,No,0.440812081
Brooke,White,RE5kb,Kiara  Sims,Bentonville High School,40175,12629,No,0.440812081
Nikolas,Lambert,4RpP2,Lainie Cockrum,Paragould High School,41960,12629,No,0.440812081
Shilch,Summars,nQxN4,Charles Fancyboy,Van Buren High School,42500,12629,No,0.440812081
Cate,Jackson,xz5k5,Lainie Cockrum,Mountain Home High School Career Academy,41740,12629,No,0.440812081
Jessica,Hope,xzAnj,Kiara  Sims,Bentonville High School,40175,12629,No,0.440812081
Logan,Principato,Mapab,Lainie Cockrum,Cotter High School,40510,12629,No,0.440812081
Caleb,Young,QAyX3,Kiara  Sims,Fayetteville High School,40770,12629,No,0.440812081
Ellaen,Low,XEKVj,Kiara  Sims,Elkins High School,40705,12629,No,0.440812081
Beatrit,Gurrola,7z25A,Kiara  Sims,Greenland High School,40945,12629,No,0.440812081
Michael,McDowell,PdZqR,Kiara  Sims,Elkins High School,40705,12629,No,0.440812081
Cole,Pickle,gKM3M,Kiara  Sims,Elkins High School,40705,12629,No,0.440812081
Saundra,Smith,3zP3M,Kiara  Sims,Fayetteville High School,40770,12629,No,0.440812081
Corrionna,Miles,4zEDM,Kiara  Sims,Fayetteville High School,40770,12629,No,0.440812081
Sydni,Winfield-Rosas,RqPVk,Kiara  Sims,Bentonville High School,40175,12629,No,0.440812081
Fernando,Lopez,gKzP2,Kiara  Sims,Springdale High School,42315,12629,No,0.440812081
Hailey,Perez,AQDVM,Lainie Cockrum,Mountain Home High School Career Academy,41740,12629,No,0.440812081
Elilzabeth,Schulte,5zRdG,Lainie Cockrum,Mountain Home High School Career Academy,41740,12629,No,0.440812081
Isaac,Rodriguez,xjp4V,Tommy Newton,,,12652,No,0.440374613
Samuel,Frazier,yYk5x,Tommy Newton,,,12653,No,0.439555436
Olin,Davidson,QKyRg,Lainie Cockrum,Cotter High School,40510,12654,No,0.439322442
Kaitlyn,Kelley,kEKaz,Kiara  Sims,Alma High School,40000,12655,No,0.439110458
Chasity,Hopps,qpXyK,Kiara  Sims,Hot Springs HS,41145,12656,No,0.439095557
Jayzen,Reynolds,MVM9n,,,,12657,No,0.438918293
Alexandra,Guajardo,g2NRd,Tommy Newton,,,12657,No,0.438918293
Aimee,Specht,n5nPa,,,,12657,No,0.438918293
Maggie,Gill,jG7GZ,,,,12657,No,0.438918293
Koby,Phillips,D44GA,Lainie Cockrum,,,12657,No,0.438918293
Anna Marie,Stevens,XGEbE,Shelby LeGardye,,,12657,No,0.438918293
Brooke,Beyer,aXx4K,Samantha Long,,,12657,No,0.438918293
Edvani,Morales,7VkxX,Tommy Newton,,,12657,No,0.438918293
Michael,Bradford,Y2qXR,Samantha Long,,,12657,No,0.438918293
Adri,Naude,a2523,Samantha Long,,,12657,No,0.438918293
William,Garcia,Y75yK,,,,12657,No,0.438918293
Connor,Taylor,V7NdY,,,,12657,No,0.438918293
Belle,Mentgen,MAP3Q,,,,12657,No,0.438918293
few,few,EdPDR,,,,12657,Yes,0.438918293
JASMINE,ADINIWIN,GqP5Q,,,,12657,No,0.438918293
Damen,Gile,MAPbQ,Kiara  Sims,,,12657,No,0.438918293
Kaitlyn,Zoda,gKz4y,,,,12657,No,0.438918293
Ivory,Gilmore,kE77a,,,,12657,No,0.438918293
Myah,Adams,AQPPK,,,,12657,No,0.438918293
Kate,Rose,5zZx2,,,,12657,No,0.438918293
Quinn,Corp,d4RYv,,,,12657,No,0.438918293
Fuchs,Ashlyn,a2pYP,,,,12657,No,0.438918293
Crook,Samantha,3zEM3,,,,12657,No,0.438918293
Spencer,Olivia,bNn3q,,,,12657,No,0.438918293
Smith,Serenity,pGDv9,,,,12657,No,0.438918293
Thrasher,Teagan,npvVN,,,,12657,No,0.438918293
Dawson,Walker,yYKGR,,,,12657,No,0.438918293
Jasper,Millsaps,XEAaz,,,,12657,No,0.438918293
jacob,price,gKVGK,,,,12657,No,0.438918293
oliver,wooldridge,5zZGA,,,,12657,No,0.438918293
Max,Henry,K2zNk,,,,12657,No,0.438918293
Kimberly,Dominguez-Caso,a2pXq,,,,12657,No,0.438918293
Hannah,Morgan,3zERb,,,,12657,No,0.438918293
David,Pavon,bNnRK,,,,12657,No,0.438918293
Estrella,Avalos,pGDZ4,,,,12657,No,0.438918293
Rayden,King,npvQZ,,,,12657,No,0.438918293
Makayla,Smallwood,Y7494,,,,12657,No,0.438918293
Audrey,Brooks,RqZEd,,,,12657,No,0.438918293
Leah,McCroskey,XEAGy,,,,12657,No,0.438918293
Rylie,Brissette,V72qn,,,,12657,No,0.438918293
Seth,Haveman,xRdz7,,,,12657,No,0.438918293
Chris,Ibarra,9G2Yn,,,,12657,No,0.438918293
Haley,burrell,MA9aj,,,,12657,No,0.438918293
William,Thompson,Edn2G,,,,12657,No,0.438918293
Cinthia,Ramos,vY4yv,,,,12657,No,0.438918293
Lucas,Breeding,Z75NM,,,,12657,No,0.438918293
Amara,Davis,D5pk4,,,,12657,No,0.438918293
Amie,Fall,j39qq,,,,12657,No,0.438918293
Christian,Heath,PdENd,,,,12657,No,0.438918293
Nakiyah,Lawson,gKV57,,,,12657,No,0.438918293
Alaysia,Murry,GqRAy,,,,12657,No,0.438918293
Donte,Smith,QKvAR,,,,12657,No,0.438918293
Kaitlyn,"Bryant,",kEQag,,,,12657,No,0.438918293
Charlie,Byard,2V7YD,,,,12657,No,0.438918293
Mary,"Cantrell,",N4MkD,,,,12657,No,0.438918293
Kylie,"Gleason,",AQagd,,,,12657,No,0.438918293
Justin,Beckham,AQaQd,,,,12657,No,0.438918293
Alden,Ward,npvAv,,,,12657,No,0.438918293
Dawson,Doyle,Y74dn,,,,12657,No,0.438918293
jacob,andrews,yYKyV,,,,12657,No,0.438918293
Timothy,Celino,XEAjN,,,,12657,No,0.438918293
Noah,Couch,Z75gX,,,,12657,No,0.438918293
Landon,Truesdale,GqR37,,,,12657,No,0.438918293
Mya,Gildon,kEQg4,,,,12657,No,0.438918293
Mia,Thompson,2V7gE,,,,12657,No,0.438918293
Noah,Ramirez,AQa4R,,,,12657,No,0.438918293
Alana,Sangprasit,5zKGR,,,,12657,No,0.438918293
Johnathan-Rajon,Koger,V73q7,,,,12657,No,0.438918293
Mary,J,z7ybg,,,,12657,No,0.438918293
Sydney,Fuller,Ed7Xz,Tommy Newton,,,12657,Yes,0.438918293
Eryn,Rainer,xRxV2,,,,12657,No,0.438918293
Janison,Nesbett,9GzqZ,,,,12657,No,0.438918293
Simiya,Mosley,gKAbY,,,,12657,No,0.438918293
Paige,Spriggle,2VpGy,,,,12657,No,0.438918293
Natalie,Smith,N4aVp,,,,12657,No,0.438918293
Keshawn,Johnson,AQD99,,,,12657,No,0.438918293
Maxliyo,Jumayeva,K2dYR,,,,12657,No,0.438918293
Will,Schwartz,bVDRE,,,,12657,No,0.438918293
Enoch,Busbin,nAMqd,,,,12657,No,0.438918293
Ryder,Begun,93Dn4,,,,12657,No,0.438918293
Aranza,Escobar,dV9P3,,,,12657,Yes,0.438918293
